date,percentile_rank,z_score,mc_mean,mc_std,actual,actual_vs_mean_pct
2024-02-24,28.0,-0.5762136342156111,284.03181137594436,15.570285510414692,275.06,-3.158734696822141
2024-02-25,43.6,-0.15625222045031315,337.8360430560954,17.446426629885885,335.11,-0.8069130313732464
2024-03-04,59.1,0.24411092203647372,80.94823099405461,9.14243714790039,83.18,2.75703246203034
2024-03-05,3.3000000000000003,-1.8908636947205908,410.45855456292674,19.847307226240098,372.93,-9.143080134579895
2024-03-06,68.4,0.4289915329783302,402.99598082272826,20.522593271613456,411.8,2.1846419309934806
2024-03-07,80.7,0.8765849014736433,323.8410180866318,17.31604207563424,339.02,4.687170884976544
2024-03-08,61.6,0.295315414649072,379.2354845544017,19.68916914544533,385.05,1.5332203030606006
2024-03-09,71.3,0.5631854372566805,465.9895403926868,22.852968476636665,478.86,2.761963196956585
2024-03-10,81.5,0.8752870724400051,463.42544478674637,22.843424708911215,483.42,4.314513896071137
2024-03-11,50.300000000000004,-0.0360668198610851,461.29700805441075,22.65262148120355,460.48,-0.17711106730490256
2024-03-12,64.8,0.36927087223332195,428.2804202019386,21.392370811741685,436.18,1.8444877294032436
2024-03-13,75.8,0.7062444767833264,412.41078518046334,20.006123343640684,426.54,3.4260051694220417
2024-03-14,65.7,0.4048861209229962,438.88716899726927,21.346324685425138,447.53,1.9692603505536699
2024-03-15,59.6,0.22881953959932386,433.3961431695145,21.91183764483365,438.41,1.1568761996399335
2024-03-16,71.8,0.5185494467301808,414.09361711057426,21.341035923686064,425.16,2.6724350321175594
2024-03-17,58.6,0.19076450542176931,433.7507835220038,21.27867696486298,437.81,0.9358407251822909
2024-03-18,32.2,-0.5179516103494058,414.1819338878298,20.91302189903618,403.35,-2.6152598656713377
2024-03-19,54.300000000000004,0.12195138152509767,415.1722388964733,20.809612403226744,417.71,0.6112550083483548
2024-03-20,37.9,-0.3319787479619497,373.26024522272616,18.736876769775424,367.04,-1.6664633596365164
2024-03-21,31.3,-0.5093913308122936,406.7907854055859,20.575114381082077,396.31,-2.5764559526922803
2024-03-22,50.1,-0.0005929633838430247,331.4602606600303,17.304035488435876,331.45,-0.0030955928200571137
2024-03-23,57.800000000000004,0.201605209321893,238.2247865061598,13.467971891042462,240.94,1.1397695150290321
